3.39287	3.38944	3.38087	3.41768	3.35343	3.3571	3.33337	3.34301	3.31881	3.29394	3.28486	3.299	3.29069	3.28447	3.31767	3.24709	3.3118	3.23315	3.24734	3.17863	3.1648	3.12274	3.13504	3.11428	3.11739	3.02351	3.02642	2.98356	3.03051	3.00603	3.01746	2.97006	2.92953	2.89937	2.93711	2.9156	2.86918	2.86569	2.83507	2.80448	2.73891	2.69636	2.634	2.63497	2.59712	2.5698	2.55166	2.54807	2.51979	2.53861	2.49791	2.49213	2.47921	2.51032	2.36299	2.36363	2.3759	2.31948	2.37188	2.2864	2.37015	2.17842	2.20014	2.26948	2.18162	2.196	2.10251	2.19259	2.13967	2.0224	2.15056	2.10172	2.13899	2.09813	2.00838	2.70209	2.40957	2.07282	2.03628	2.00988	2.00462	2.1054	1.89032	2.06419	2.06274	1.87276	2.04751	1.87593	2.06562	1.83412	1.8267	1.86536	1.98295	2.12601	2.09073	1.70052	1.49256	1.65262	1.63772	1.66012	1.79749	1.80935	1.73593	1.66088	1.56448	1.54621	1.67898	1.47402	1.46772	1.4238	1.42436	1.38382	1.35841	1.37018	1.34944	1.29853	1.29991	1.33711	1.07384	1.51487	1.36594	1.01883	1.41991	1.47504	1.26573	1.44146	1.30272	1.33284	1.1189	1.15065	1.01738	1.05938	1.26983	1.20629	1.25838	1.1491	1.27261	1.2789	0.90024	1.13421	0.93297	0.92978	0.94172	0.93904	0.93159	0.88707	0.9006	0.83559	0.92412	0.86428	0.91604	0.87514	0.90453	0.87671	0.93556	0.85131	1.04489	0.93055	0.88985	0.92929	0.8753	0.89951	0.87262	0.86643	1.04338	2.35873	2.12339	1.81884	1.78432	2.29263	2.19774	0.6361	0.67959	1.51153	1.89953	2.52216	0.87484	0.49965	0.51333	0.54472	0.53512	0.57272	0.55748	0.6084	0.62429	0.63771	0.69721	0.66488	0.72008	1.1098	1.26595	1.21593	1.29375	1.27469	1.26093	0.90375	1.09701	1.20834	1.01456	1.03505	0.8326	0.93381	1.51072	1.2335	0.94179	1.51195	0.53218	1.311	1.34073	1.35467	1.49363	1.50865	1.28071	1.20878	1.35749	1.52267	0.51559	0.08025	0.34206	0.18033	0.03992	0.0262	0.75221	0.91505	0.72679	0.64639	0.34716	-0.19469	0.04499	-0.09642	-0.17239	-0.1011	-0.03026	-0.08374	-0.03265	-0.12608	-0.15181	-0.09669	-0.10995	0.29399	0.80645	0.20287	0.1949	0.16916	0.12738	0.05465	-0.05039	-0.17845	-0.10261	-0.11518	0.05491	-0.00943	0.15682	0.22894	0.44976	-0.23277
3.33963	3.37064	3.35159	3.35245	3.38768	3.47251	3.38153	3.36722	3.34459	3.31694	3.28859	3.28921	3.26338	3.26523	3.20756	3.2129	3.17666	3.17021	3.14357	3.18119	3.16611	3.08161	3.13641	3.09759	3.10201	3.05287	3.0255	2.9323	2.87356	2.85529	2.85045	2.8321	2.79215	2.75553	2.75402	2.74752	2.69763	2.67913	2.66136	2.6717	2.64509	2.6229	2.60933	2.54526	2.56463	2.53532	2.52522	2.50414	2.48308	2.45325	2.41159	2.38293	2.3497	2.31608	2.30532	2.29976	2.3001	2.22621	2.21487	2.33049	2.27025	2.17037	2.16976	2.13171	2.11716	2.10994	2.13856	2.10652	2.11277	2.07777	2.85656	2.07622	2.06217	2.03411	1.99598	1.98005	1.9785	1.98608	1.91155	1.8849	1.92976	1.82776	1.85371	1.83381	1.79096	1.78821	1.74724	1.75137	1.72565	1.71315	1.73414	1.7308	1.7479	1.75216	1.76107	1.68144	1.48916	1.48389	1.46836	1.44793	1.40483	1.35307	1.62168	1.59686	1.51597	1.44284	1.37301	1.33278	1.27636	1.24153	1.2229	1.22155	1.21034	1.21887	1.21359	1.16989	1.15934	1.18609	1.08521	1.15426	1.1019	1.11714	1.10741	0.84456	1.43963	0.81888	1.19431	0.99159	0.93497	0.92901	0.90882	0.91043	0.8979	0.93252	0.83616	0.76533	0.8545	0.91861	0.79007	0.75544	0.75765	0.74478	0.71782	0.70624	0.61236	0.5691	0.65544	0.62215	0.64306	0.6542	0.66652	0.52346	0.63193	0.56415	0.62538	0.6418	0.66103	0.55001	0.569	0.66432	0.61824	0.45761	0.5821	0.59614	0.57804	2.0285	1.74584	1.44135	1.07442	1.4506	1.44333	0.49078	0.38246	0.40474	0.48972	0.4294	0.17472	0.34355	0.29868	0.33625	0.21343	0.22603	0.23841	0.18818	0.1867	0.19886	0.23471	0.25266	0.27433	0.27503	0.3717	0.39483	0.39238	0.35897	0.28	0.28958	0.59646	0.44847	0.35289	0.25039	0.23684	0.23225	0.24429	0.37788	0.45305	0.40564	0.3725	0.30458	0.43682	0.6108	0.45242	0.70873	0.74724	0.85742	0.72796	-0.03673	-0.25205	-0.28875	-0.2546	-0.2293	-0.34263	-0.29051	0.10314	0.17719	0.16549	0.01209	-0.09431	-0.21432	-0.32239	-0.40247	-0.45705	-0.33368	-0.31551	-0.42711	-0.50117	-0.53743	-0.50433	-0.5432	-0.55526	-0.56883	-0.5822	-0.4839	-0.53001	-0.59205	-0.54109	-0.5671	-0.61472	-0.62608	-0.57296	-0.72825	-0.64435	-0.66512	-0.70608	-0.69741	-0.72232	-0.66581
3.91606	3.9565	3.90666	3.85752	3.91849	3.95943	3.80269	3.96069	3.79173	3.74185	3.79219	3.62406	3.78818	3.81389	3.48135	3.71363	3.67165	3.63557	3.61063	3.57115	3.51608	3.43177	3.41065	3.40027	3.30966	3.26537	3.24768	3.20582	3.08796	3.10593	3.14972	3.07473	3.0007	3.00109	2.99403	2.98661	2.97904	2.9283	2.89278	2.87317	2.92581	3.00985	3.08796	3.11222	3.04529	3.03045	3.02199	2.96929	2.97256	2.86226	2.79858	2.69433	2.59837	2.63609	2.64427	2.52324	2.70114	2.63521	2.77821	2.75051	2.7521	2.648	2.61381	2.61145	2.55314	2.58596	2.62558	2.54434	2.32376	2.4625	2.67463	2.47364	2.59263	2.51307	2.47352	2.44416	2.40259	2.5444	2.4431	2.4191	2.39771	2.39077	2.3427	2.23916	2.3581	2.27148	2.20457	2.26403	2.25714	2.24877	2.44322	2.53072	2.17966	2.07072	2.17899	2.11728	1.74192	1.98389	1.94069	1.91644	1.8839	1.91082	1.88499	1.87323	2.03698	2.01829	1.88665	1.90963	1.86423	1.9024	1.89021	1.90896	1.50811	1.77823	1.73393	1.76383	1.74844	1.6286	1.72917	1.64665	1.6802	1.53326	1.68927	1.54947	1.3747	1.44827	1.50633	1.49407	1.56534	1.5474	1.45131	1.52779	1.58178	1.47134	1.38084	1.39197	1.3058	1.27959	1.36545	1.44351	1.31759	1.30322	1.32552	1.37738	1.31544	1.28734	1.11083	1.28247	1.36164	1.2405	1.20914	1.07028	1.152	0.96439	0.72856	1.1945	1.19824	1.10042	1.12502	0.99869	1.11855	1.13101	0.88891	0.92387	1.21457	1.77348	2.15777	1.40898	1.6273	2.16269	2.27352	1.59909	0.82664	0.95812	0.76852	0.80917	0.65688	0.96941	0.56234	0.6747	1.01273	0.79871	0.58799	0.53887	0.5768	0.99694	0.7391	0.67688	0.95965	0.50581	0.62073	0.95723	0.94951	0.72968	1.14185	1.09854	1.014	1.07176	0.94603	0.77995	0.5433	0.71208	0.62113	0.6869	0.49974	0.81989	0.7682	0.8634	0.85227	0.81987	0.71508	0.9517	0.63861	0.55068	0.30751	0.12861	0.08573	0.45503	0.32213	0.06897	0.21103	0.63706	0.62121	0.4844	0.38122	0.28278	0.25896	0.27923	-0.01407	-0.00553	0.16524	0.14123	0.1048	-0.01308	0.43404	0.08314	0.00759	-0.27999	-0.3893	-0.31918	-0.23514	-0.08336	-0.21103	-0.0283	-0.45873	-0.00022	-0.13109	-0.13204	-0.26303	0.14226	0.16362	-0.16974	-0.313	-0.19954	-0.09771	-0.16838
3.20367	3.15702	3.25223	3.26555	3.20698	3.13122	3.17404	3.11236	3.09538	3.08149	3.24141	3.11604	3.06023	2.93425	2.92577	2.89479	3.00548	3.06569	2.94288	3.01185	2.97629	2.91868	3.08138	2.89344	2.89873	2.91496	3.1429	3.03276	2.95195	2.76124	2.7655	2.81468	2.81823	2.86848	2.7752	2.85462	2.66692	2.77699	2.76583	2.72052	2.62312	2.65939	2.702	2.97878	2.75602	2.69985	2.61854	2.67788	2.62463	2.45276	2.49673	1.96138	1.7868	1.74021	1.87268	1.82095	1.93285	2.60112	2.49904	2.51573	2.45337	2.33431	2.55327	2.59004	2.74983	2.55362	2.64724	2.67642	2.64523	2.81858	2.67545	2.77405	2.35595	2.1109	2.30915	2.30917	2.28611	2.17122	2.25405	2.18904	2.08984	2.04846	2.13527	2.23128	2.02438	1.96105	2.25202	2.25089	2.27501	2.22	2.09381	2.07304	2.28861	2.44833	1.72494	2.26645	1.63334	1.60454	1.58702	1.60745	1.37905	1.74294	1.73649	2.02315	1.99985	2.0221	2.01826	2.03743	2.08921	2.07356	2.0527	2.048	1.86562	2.09034	2.11017	2.02494	2.02808	2.02988	2.00447	1.94876	1.89556	1.84332	2.2292	1.71955	1.63098	1.33644	1.3915	1.41875	1.49294	1.58737	1.6128	1.61531	1.55139	1.63498	1.51296	1.5055	1.59887	1.62769	1.52667	1.48016	1.53906	1.50859	1.54671	1.41695	1.4419	1.52713	1.47585	1.41606	1.37144	1.3434	1.32824	1.33407	1.35511	1.3395	1.39025	1.54459	1.41429	1.40128	1.31105	1.33359	1.38918	1.16754	1.18704	1.59645	1.85698	2.1116	2.25491	2.05745	2.232	2.3076	2.05736	1.73292	1.28089	1.41151	1.52257	1.7688	1.60773	1.52891	1.42139	1.52313	1.45418	1.47073	1.48281	1.51613	1.48336	1.61625	1.45491	1.50562	1.39263	1.44435	1.48418	1.37094	1.70083	1.45066	1.35784	1.20448	1.09063	0.98681	1.01129	0.95032	1.21922	1.35227	1.44422	1.15294	1.51387	1.40062	1.32276	1.50187	1.66711	1.60803	1.63613	1.44444	1.40714	1.13693	0.83865	0.77361	0.58003	0.621	0.74922	0.66142	0.7625	0.73766	1.07953	0.89841	0.85447	0.87525	0.88637	0.65096	0.58441	0.60141	0.72273	0.58932	0.5468	0.79846	0.73219	0.46036	0.53758	0.47765	0.40247	0.51501	0.4351	0.36343	0.38354	0.34182	0.41652	0.34312	0.58576	0.50485	0.66625	0.68801	0.71366	0.62302	0.87262	0.7872	0.60767	0.76309
2.94569	2.70988	2.89086	2.8557	2.92708	2.92477	2.93142	3.09587	2.92724	2.80401	2.78868	2.81969	2.78011	2.57638	2.55515	2.59209	2.63561	2.47412	2.48228	2.52733	2.52362	2.49568	2.65071	2.61774	2.56487	2.47988	2.50581	2.49422	2.32396	2.3666	2.2781	2.26309	2.313	2.26381	2.19552	2.25915	2.49425	2.22759	2.2366	2.18693	2.04718	2.14998	2.16931	2.20926	2.10457	2.12795	2.09332	1.98882	2.04654	2.03656	2.02929	2.08403	2.01726	1.86405	1.9327	1.87707	1.88135	1.97544	1.78782	2.16736	2.04157	2.05624	2.05071	2.00311	1.87788	1.72316	1.75719	1.97679	2.05483	2.18355	1.86145	1.91577	1.65067	1.97281	2.00738	2.01697	2.02182	1.77524	1.67225	1.75392	1.6675	1.73754	1.72497	1.78115	1.87108	1.72441	1.70596	1.70738	1.6946	1.68636	1.76894	1.8217	1.8902	1.93967	1.92352	1.69819	1.49644	1.16463	1.29367	1.10767	1.10322	1.14588	1.14477	1.34174	1.44297	1.48524	1.43083	1.24281	1.37939	1.39587	1.57812	1.33151	0.97894	1.36741	1.31768	1.46916	1.53735	1.46066	1.49774	1.49617	1.45158	1.41601	1.34871	1.2812	1.03741	0.97529	0.95067	1.01857	1.08199	1.08342	1.13177	1.06733	1.02676	1.0337	0.98258	1.00437	0.96411	0.98901	0.95876	0.92801	0.97702	0.94333	0.92125	0.85945	0.87507	0.87561	0.92582	0.93241	0.92535	0.94677	0.9643	0.91653	0.9113	0.80304	0.82288	0.83593	0.79718	0.75298	0.8134	0.84413	0.85873	0.8057	0.78767	0.80501	0.77749	0.73853	0.75597	0.83276	0.71469	0.77244	0.71706	0.68484	0.67563	0.85542	0.87298	0.61397	0.56214	0.6012	0.5959	0.56617	0.6678	0.51092	0.50615	0.61561	0.47547	0.58812	0.48722	0.56719	0.57402	0.56174	0.54365	0.46643	0.46984	0.54362	0.37803	0.62172	0.66342	0.63677	0.75754	0.83471	0.67707	0.53924	0.53661	0.4009	0.55041	0.46319	0.73133	0.68963	0.43296	0.47381	0.50092	0.48106	0.43635	0.24144	0.30457	0.2456	0.28591	0.0673	0.10901	0.18319	-0.00946	0.03864	0.24575	0.24425	0.2558	0.33248	0.40748	0.28521	0.5063	0.33302	0.19559	0.18715	0.1026	0.15703	0.17145	0.01127	0.01518	-0.08395	-0.06721	-0.09615	-0.04661	-0.07212	-0.10278	-0.02333	-0.02998	0.05979	-0.02322	-0.17593	-0.13629	-0.18892	0.12452	-0.01726	0.02266	-0.15254	-0.15004	0.1992
1.68051	1.70656	1.78681	1.71955	1.74911	1.7903	1.70537	1.78439	1.74326	1.73596	1.71761	1.58892	1.83967	1.61432	1.82587	1.74596	1.73082	1.5507	1.61098	1.52819	1.43634	1.54699	1.49475	1.55203	1.41968	1.48728	1.5047	1.52647	1.48915	1.44452	1.43518	1.37795	1.29136	1.33637	1.23038	1.27522	1.21655	1.27693	1.27785	1.21484	1.16176	1.08282	1.24176	1.07995	1.09942	0.95396	1.04253	1.09765	1.07754	1.02937	1.32605	0.92505	1.06966	0.90022	1.06832	1.23395	1.18268	1.26612	0.88876	1.06049	1.62346	1.25136	0.99841	1.05236	1.0063	1.07694	0.90538	1.01651	0.93911	0.97173	0.96799	1.20021	1.08632	1.30668	0.812	0.98499	0.95751	1.00182	0.81625	0.8323	0.86607	0.85291	0.89867	0.93168	0.95209	1.00503	0.92384	0.86713	1.04832	1.10957	1.33404	1.42565	1.47356	1.50995	1.46861	1.15378	0.4357	0.21284	0.26795	0.16093	0.19458	0.28937	0.35237	0.27607	-0.04624	0.13596	0.10681	0.25666	0.21488	0.48492	0.2855	0.47517	0.42015	0.39594	0.80946	0.69511	0.71132	0.4521	0.82209	0.63862	0.52948	0.47224	0.54865	0.49727	0.44584	0.28943	0.07509	-0.00936	-0.01473	-0.09359	-0.09913	-0.19343	-0.10123	-0.16517	-0.19387	-0.22842	-0.20965	-0.08442	-0.14668	-0.19075	-0.13439	-0.00075	-0.03852	-0.14432	0.00393	0.00321	-0.12333	-0.04621	-0.15687	-0.02847	0.05093	0.07469	-0.13302	0.12539	0.04338	0.38851	0.21524	0.23608	0.34459	0.26216	0.46258	0.39486	0.14308	0.31138	0.22914	0.22912	0.19607	0.15401	0.2644	0.30547	0.16919	0.24536	0.15486	0.1749	0.14582	0.13771	0.0896	0.08558	0.09058	0.06616	0.06053	0.10137	0.06231	0.03791	0.06078	0.01348	0.02573	0.03021	0.03538	0.0065	0.0158	-0.02111	0.00705	-0.00815	-0.04893	-0.01264	0.10205	0.0878	0.05966	0.02388	0.01506	0.20047	-0.00209	-0.05675	-0.07588	-0.10131	-0.01928	-0.14586	0.08366	-0.19466	-0.12213	-0.24585	-0.21296	-0.38832	-0.26118	-0.43701	-0.59808	-0.56796	-0.52023	-0.42972	-0.4507	-0.46694	-0.40378	-0.40557	-0.33288	-0.38163	-0.41917	-0.4088	-0.42413	-0.4464	-0.48547	-0.4934	-0.42015	-0.41138	-0.46807	-0.69513	-0.78688	-0.49016	-0.67613	-0.64543	-0.65331	-0.63997	-0.74645	-0.65061	-0.70587	-0.73803	-0.69197	-0.75856	-0.77061	-0.81674	-0.71483	-0.74209	-0.76424	-0.75262	-0.75883	-0.76047
1.49846	1.48731	1.87952	1.37832	1.43317	1.5334	1.52965	1.47592	1.47609	1.48946	1.50237	1.44989	1.43784	1.45758	1.42954	1.32041	1.35127	1.26499	1.21673	1.18789	1.13362	1.15951	1.15929	1.096	1.12087	1.12989	1.13771	1.09914	1.09285	1.05833	1.02313	1.00623	0.92048	0.95325	0.92998	0.9125	0.88368	0.94299	0.85918	0.85579	0.84236	0.81367	0.80081	0.76938	0.72726	0.73006	0.73403	0.70138	0.68198	0.66809	0.64297	0.62873	0.6371	0.65878	0.67731	0.6981	0.70816	0.70648	0.64172	0.65537	0.64113	0.62349	0.61546	0.60088	0.57881	0.59225	0.60331	0.60262	0.6114	0.56318	0.63103	0.62356	0.57685	0.58111	0.61462	0.55666	0.58107	0.61709	0.58067	0.52234	0.52721	0.52581	0.54011	0.5596	0.59496	0.54516	0.48651	0.4236	0.62245	0.80613	1.05099	1.20966	1.36169	1.42145	1.39641	1.06444	-0.23024	-0.19864	-0.06418	-0.13464	-0.16908	-0.15792	-0.16282	-0.30858	-0.45252	-0.55481	-0.30773	-0.23495	-0.20532	-0.1109	-0.169	-0.04316	0.00688	0.05458	0.0271	0.22533	0.00592	-0.02556	0.04907	0.10678	0.04568	0.11044	0.07193	-0.09095	-0.06968	-0.07218	-0.26921	-0.36741	-0.40045	-0.42874	-0.50724	-0.53997	-0.57128	-0.55215	-0.54882	-0.56588	-0.53284	-0.50114	-0.50747	-0.39278	-0.52561	-0.34088	-0.52602	-0.5295	-0.56951	-0.50681	-0.58221	-0.59198	-0.58176	-0.59842	-0.57054	-0.56019	-0.53534	-0.50155	-0.50629	-0.42644	-0.44247	-0.45502	-0.49994	-0.44886	-0.48392	-0.42151	-0.34724	-0.36239	-0.42249	-0.35988	-0.38525	-0.42237	-0.44763	-0.41812	-0.40674	-0.45794	-0.37858	-0.38079	-0.46768	-0.45924	-0.39292	-0.50362	-0.40444	-0.41301	-0.49858	-0.48588	-0.39434	-0.36734	-0.34133	-0.37634	-0.36519	-0.39987	-0.27332	-0.36578	-0.40887	-0.41759	-0.3949	-0.36395	-0.33209	-0.32849	-0.37148	-0.21622	-0.14782	-0.33847	-0.44515	-0.45263	-0.30484	-0.31377	-0.03432	0.14148	0.00255	-0.14196	0.02188	-0.41137	-0.6551	-0.94237	-0.97628	-0.94715	-0.97957	-1.10537	-1.06019	-1.23877	-1.0284	-0.72412	-0.64863	-0.80159	-0.35827	-0.87594	-0.37604	-0.64228	-0.71227	-0.71026	-0.73554	-0.4557	-0.66478	-0.7226	-0.38594	-0.56193	-0.90407	-1.23845	-1.19753	-1.45866	-1.26513	-1.10896	-1.23303	-1.07722	-0.96488	-0.9574	-1.21668	-1.3114	-1.15031	-1.11353	-0.87972	-1.145	-0.86563	-0.93114	-1.03439	-0.56116	-0.62535	-1.14895
1.42415	1.37085	1.40866	1.40231	1.45305	1.37564	1.40054	1.35627	1.34256	1.3241	1.297	1.2818	1.30698	1.3144	1.25876	1.23355	1.22737	1.16428	1.14262	1.11818	1.09527	1.02501	1.02565	1.01109	0.96582	0.96643	0.98846	0.94905	0.92699	0.92103	0.90851	0.87595	0.8006	0.83246	0.78054	0.76822	0.7305	0.69556	0.66645	0.6299	0.6332	0.61682	0.59261	0.58657	0.56652	0.53894	0.54577	0.53677	0.49086	0.48918	0.49087	0.48981	0.47293	0.49901	0.50828	0.51493	0.48245	0.50514	0.494	0.50033	0.50273	0.46267	0.44271	0.4162	0.43093	0.41819	0.42397	0.44254	0.43893	0.43705	0.45578	0.42515	0.36163	0.42377	0.41374	0.37171	0.35699	0.30797	0.45925	0.52052	0.86312	0.77496	0.74591	0.63749	0.7584	0.56675	0.76239	0.64859	0.85955	0.95435	1.23129	1.52985	1.74048	1.58311	1.67595	-0.37076	-0.45152	-0.38953	-0.3704	-0.25382	-0.29889	-0.58314	-0.44399	-0.64955	-0.5535	-0.50256	-0.47131	-0.19538	-0.41535	-0.36765	-0.48052	-0.27907	-0.35355	-0.22505	-0.25438	-0.27168	-0.22104	-0.21816	-0.19434	-0.19995	-0.21351	-0.13273	-0.19215	-0.21406	-0.23554	-0.18893	-0.39711	-0.474	-0.5448	-0.67281	-0.67434	-0.74004	-0.75823	-0.7481	-0.7531	-0.73593	-0.71483	-0.70126	-0.69863	-0.68756	-0.6902	-0.70694	-0.66643	-0.72074	-0.69943	-0.66889	-0.78321	-0.66866	-0.74077	-0.80506	-0.83312	-0.7393	-0.74056	-0.81707	-0.77026	-0.71251	-0.69766	-0.69419	-0.68569	-0.68991	-0.74235	-0.69074	-0.68902	-0.68966	-0.67733	-0.68757	-0.68349	-0.70026	-0.73679	-0.67788	-0.6827	-0.60775	-0.62371	-0.69294	-0.71913	-0.71977	-0.82605	-0.78132	-0.7901	-0.81819	-0.81749	-0.82802	-0.81272	-0.80812	-0.83488	-0.84264	-0.82718	-0.82417	-0.79514	-0.81222	-0.81093	-0.79431	-0.78733	-0.78727	-0.78871	-0.80519	-0.74868	-0.77627	-0.78174	-0.81531	-0.80963	-0.86502	-0.7612	-0.73386	-0.55837	-0.55153	-0.54459	-0.59037	-0.82955	-0.97278	-1.13988	-1.30431	-1.41377	-1.32001	-1.33872	-1.35228	-1.1223	-1.31676	-1.26694	-1.12585	-0.95665	-1.0445	-1.23674	-1.15907	-1.16487	-1.09423	-1.1687	-1.12819	-1.10179	-1.13484	-1.09763	-1.03156	-0.92155	-0.98862	-1.27623	-1.48976	-1.57942	-1.78173	-1.60726	-1.61411	-1.56752	-1.51188	-1.47992	-1.4967	-1.39424	-1.38129	-1.47779	-1.54943	-1.51855	-1.56517	-1.49578	-1.60727	-1.50608	-1.57731	-1.50413	-1.57007
1.59231	1.61501	1.59604	1.57036	1.56728	1.6395	1.59879	1.46328	1.55922	1.32986	1.49041	1.39841	1.40349	1.39708	1.40229	1.39619	1.34164	1.29867	1.28217	1.37666	1.15119	1.21643	1.4436	1.1666	1.14339	1.124	1.13336	1.08804	1.09899	1.07415	1.09484	1.0399	1.02235	0.98845	0.95841	0.96886	0.90041	0.84496	0.80216	0.81269	0.77022	0.80314	0.81903	0.78243	0.76608	0.72321	0.73449	0.6551	0.67458	0.69672	0.7728	0.71239	0.68618	0.71366	0.69363	0.74086	0.7099	0.70648	0.75063	0.72797	0.68511	0.71983	0.69129	0.71513	0.6852	0.64518	0.73038	0.70376	0.67374	1.02313	0.70402	0.69791	0.68895	0.66514	0.6474	0.59885	0.57987	0.63094	0.73297	0.74382	1.0941	1.06764	1.06038	1.10662	1.20186	1.63293	1.0531	1.32446	1.34089	1.33981	1.62287	1.70853	1.77481	1.65306	1.61798	0.25351	-0.17516	-0.11732	0.03246	-0.00236	-0.03956	-0.1781	-0.18253	-0.29044	-0.25333	-0.23785	-0.23051	-0.21412	-0.21418	-0.18506	-0.24986	-0.12905	-0.00832	-0.01758	-0.04551	-0.05093	-0.04806	-0.02039	-0.00201	0.03649	0.03583	0.02093	0.00244	-0.04489	0.00292	0.03612	-0.07184	-0.16221	-0.21931	-0.30493	-0.32431	-0.37942	-0.37558	-0.36135	-0.38437	-0.377	-0.37683	-0.34055	-0.35208	-0.36649	-0.39704	-0.32395	-0.42539	-0.39668	-0.59766	-0.43986	-0.37803	-0.5644	-0.44611	-0.52738	-0.25939	-0.35937	-0.45543	-0.44013	-0.43144	-0.39655	-0.37898	-0.57735	-0.35479	-0.37984	-0.38914	-0.38598	-0.417	-0.37996	-0.39323	-0.37991	-0.4087	-0.41461	-0.43092	-0.45836	-0.4538	-0.46364	-0.49003	-0.47853	-0.48121	-0.47424	-0.47657	-0.51225	-0.52172	-0.53343	-0.56468	-0.77461	-0.36938	-0.58536	-0.73291	-0.57764	-0.52512	-0.55045	-0.52896	-0.52533	-0.51207	-0.51567	-0.52883	-0.52965	-0.55347	-0.60844	-0.62923	-0.67614	-0.74205	-0.70701	-0.64434	-0.64422	-0.60377	-0.50904	-0.48714	-0.42017	-0.38007	-0.52322	-0.74387	-0.98089	-0.96604	-1.10161	-1.12199	-1.15535	-1.09422	-1.16006	-1.13694	-1.11197	-1.10253	-1.09442	-0.73356	-0.80557	-0.85104	-1.04409	-1.03602	-1.07153	-1.09987	-1.09555	-1.20388	-1.17822	-1.10351	-1.09452	-1.07028	-1.04918	-1.15128	-1.1848	-1.29996	-1.38085	-1.37248	-1.46314	-1.36891	-1.32672	-1.27225	-1.26739	-1.29859	-1.2248	-1.33467	-1.30854	-1.3165	-1.33519	-1.34139	-1.33749	-1.33154	-1.29159	-1.25069	-1.2576
1.75831	1.74905	1.75208	1.78338	1.77864	1.82395	1.74548	1.57053	1.53128	1.5063	1.50901	1.46726	1.47364	1.44389	1.41523	1.38719	1.37324	1.36071	1.38409	1.51281	1.4599	1.39288	1.26791	1.27205	1.22578	1.22666	1.21545	1.1807	1.16983	1.16787	1.14137	1.10741	1.11786	1.07919	1.01903	0.97562	0.959	0.93207	0.91613	0.96449	0.94616	0.88381	0.86684	0.83156	0.81741	0.81301	0.80516	0.79243	0.76712	0.76801	0.77491	0.78161	0.7519	0.7765	0.77602	0.76984	0.67349	0.76777	0.75922	0.72119	0.72557	0.73464	0.68132	0.69416	0.66982	0.64198	0.63139	0.74599	0.77904	0.69807	0.70358	0.64989	0.61549	0.59002	0.54979	0.52662	0.55041	0.5876	0.64745	0.66804	0.66168	0.57311	0.50418	0.43196	0.30911	0.33472	1.39742	1.69705	1.70199	1.6592	1.57061	1.4727	1.47069	1.14286	0.95449	0.65594	0.011	-0.04955	-0.09335	-0.10327	-0.06686	-0.21129	-0.42271	-0.28221	-0.1612	-0.14447	-0.17186	-0.12361	-0.15083	-0.1831	-0.14231	-0.16093	-0.03485	-0.06694	-0.0499	-0.05966	-0.05007	0.0276	-0.06955	-0.19607	-0.08007	-0.01922	-0.14598	-0.12372	-0.07694	-0.06374	-0.07981	-0.15592	-0.29027	-0.38616	-0.45421	-0.4944	-0.49637	-0.50041	-0.50287	-0.44821	-0.44874	-0.43898	-0.42501	-0.42258	-0.44301	-0.4385	-0.42674	-0.44094	-0.39142	-0.49036	-0.54592	-0.48599	-0.49602	-0.48724	-0.49258	-0.51556	-0.44857	-0.46529	-0.46038	-0.47495	-0.45837	-0.53418	-0.51386	-0.52043	-0.55685	-0.56509	-0.67316	-0.56755	-0.60317	-0.60553	-0.67078	-0.67167	-0.60997	-0.50205	-0.42513	-0.52801	-0.64932	-0.53513	-0.54835	-0.59212	-0.61844	-0.63177	-0.65415	-0.66302	-0.68433	-0.68138	-0.67131	-0.68629	-0.67543	-0.636	-0.63529	-0.61908	-0.62362	-0.63281	-0.61105	-0.63544	-0.60263	-0.62937	-0.63108	-0.73353	-0.76875	-0.80464	-0.86872	-0.78828	-0.76303	-0.61118	-0.64674	-0.16096	-0.70553	-0.50155	-0.18489	-0.6404	-0.86196	-1.0164	-1.04582	-0.90209	-1.23411	-1.1805	-1.18038	-1.20283	-1.20486	-1.18501	-0.97902	-0.91503	-0.7744	-0.76367	-0.91284	-0.95	-1.03667	-1.07838	-1.0268	-0.91749	-0.3513	-0.34973	-0.94134	-0.94315	-0.99423	-1.08845	-1.1863	-1.23204	-1.36533	-1.39081	-1.50202	-1.4093	-1.18602	-1.20065	-1.11575	-1.11462	-1.09623	-1.03389	-1.06725	-1.17838	-1.14941	-1.05983	-1.24088	-1.50282	-1.1927	-1.11669	-1.04954	-1.10182
